,PassengerId,Survived,Age,SibSp,Parch,Fare,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Age_scaled,Fare_scaled
474,475,0,22.0,0,0,9.8375,1,0,0,0,1,0,0,1,1,0,-0.5613800809101931,-0.45034666834090825
475,476,0,44.65953055555558,0,0,52.0,0,1,0,0,1,1,0,0,0,1,1.1020430760109836,0.39858208016340624
476,477,0,34.0,1,0,21.0,1,0,0,0,1,0,1,0,0,1,0.31953304454553877,-0.22559322262067316
477,478,0,29.0,1,0,7.0458,1,0,0,0,1,0,0,1,0,1,-0.047514091061016166,-0.5065566745596926
478,479,0,22.0,0,0,7.5208,1,0,0,0,1,0,0,1,0,1,-0.5613800809101931,-0.4969926981460655
479,480,1,2.0,0,1,12.2875,1,0,0,0,1,0,0,1,1,0,-2.029568623336413,-0.4010166847337793
480,481,0,9.0,5,2,46.9,1,0,0,0,1,0,0,1,0,1,-1.5157026334872359,0.2958951755118318
481,482,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0.39674636968978044,-0.6484216535389205
482,483,0,50.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,1.4940838784865147,-0.4863374216869257
483,484,1,63.0,0,0,9.5875,1,0,0,0,1,0,0,1,1,0,2.4484064310635576,-0.455380340137554
484,485,1,25.0,1,0,91.0792,0,1,1,0,0,1,0,0,0,1,-0.3411517995462601,1.1854295476653287
485,486,0,7.309547041847048,3,1,25.4667,1,0,0,0,1,0,0,1,1,0,-1.6397978167207696,-0.13565761536436197
486,487,1,35.0,1,0,90.0,0,1,0,0,1,1,0,0,1,0,0.39294247166684976,1.163700193253568
487,488,0,58.0,0,0,29.7,0,1,1,0,0,1,0,0,0,1,2.0813592954570024,-0.05042144409739929
488,489,0,30.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.025895336060294823,-0.4863374216869257
489,490,1,9.0,1,1,15.9,1,0,0,0,1,0,0,1,0,1,-1.5157026334872359,-0.32828012727224753
490,491,0,24.10899880952382,1,0,19.9667,1,0,0,0,1,0,0,1,0,1,-0.4065596865035227,-0.2463983948905696
491,492,0,21.0,0,0,7.25,1,0,0,0,1,0,0,1,0,1,-0.634789508031504,-0.5024451714361923
492,493,0,55.0,0,0,30.5,0,1,0,0,1,1,0,0,0,1,1.8611310140930695,-0.034313694348132716
493,494,0,71.0,0,0,49.5042,1,0,1,0,0,1,0,0,0,1,3.0356818480340455,0.3483299278831318
494,495,0,21.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,-0.634789508031504,-0.4863374216869257
495,496,0,18.19479484126986,0,0,14.4583,1,0,1,0,0,0,0,1,0,1,-0.8407180116916299,-0.3573083057891445
496,497,1,54.0,1,0,78.2667,0,1,1,0,0,1,0,0,1,0,1.7877215869717586,0.9274538680872313
497,498,0,25.75547529761905,0,0,15.1,1,0,0,0,1,0,0,1,0,1,-0.28569279074374376,-0.3443878770215141
498,499,0,25.0,1,2,151.55,0,1,0,0,1,1,0,0,1,0,-0.3411517995462601,2.4029901895877646
499,500,0,24.0,0,0,7.7958,1,0,0,0,1,0,0,1,0,1,-0.4145612266675711,-0.49145565916975514
500,501,0,17.0,0,0,8.6625,1,0,0,0,1,0,0,1,0,1,-0.928427216516748,-0.47400492578514347
501,502,0,21.0,0,0,7.75,1,0,0,1,0,0,0,1,1,0,-0.634789508031504,-0.49237782784290063
502,503,0,26.820732810245318,0,0,7.6292,1,0,0,1,0,0,0,1,1,0,-0.20749284700517673,-0.4948100980550399
503,504,0,37.0,0,0,9.5875,1,0,0,0,1,0,0,1,1,0,0.5397613259094718,-0.455380340137554
504,505,1,16.0,0,0,86.5,0,1,0,0,1,1,0,0,1,0,-1.001836643638059,1.093228788100527
505,506,0,18.0,1,0,108.9,0,1,1,0,0,1,0,0,0,1,-0.855017789395437,1.5442457810799908
506,507,1,33.0,0,2,26.0,1,0,0,0,1,0,1,0,1,0,0.24612361742422778,-0.12491978668775715
507,508,1,49.8994093015281,0,0,26.55,1,0,0,0,1,1,0,0,0,1,1.48669957293796,-0.11384570873513637
508,509,0,28.0,0,0,22.525,1,0,0,0,1,0,0,1,0,1,-0.12092351818232715,-0.1948878246611338
509,510,1,26.0,0,0,56.4958,1,0,0,0,1,0,0,1,0,1,-0.26774237242494914,0.48910360681684706
510,511,1,29.0,0,0,7.75,1,0,0,1,0,0,0,1,0,1,-0.047514091061016166,-0.49237782784290063
511,512,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.07770233463071162,-0.4863374216869257
512,513,1,36.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0.46635189878816075,-0.11913106412161445
513,514,1,54.0,1,0,59.4,1,0,1,0,0,1,0,0,1,0,1.7877215869717586,0.5475787653441219
514,515,0,24.0,0,0,7.4958,1,0,0,0,1,0,0,1,0,1,-0.4145612266675711,-0.4974960653257301
515,516,0,47.0,0,0,34.0208,0,1,0,0,1,1,0,0,0,1,1.2738555971225816,0.036576512298389464
516,517,1,34.0,0,0,10.5,0,1,0,0,1,0,1,0,1,0,0.31953304454553877,-0.43700743807979686
517,518,0,34.17374861111111,0,0,24.15,1,0,0,1,0,0,0,1,0,1,0.3322878305503287,-0.1621689579829361
518,519,1,36.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,0.46635189878816075,-0.12491978668775715
519,520,0,32.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,0.1727141903029168,-0.4894421904510968
520,521,1,30.0,0,0,93.5,0,1,0,0,1,1,0,0,1,0,0.025895336060294823,1.2341715984066093
521,522,0,22.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.5613800809101931,-0.4894421904510968
522,523,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,0,1,0,1,-0.009472948449595153,-0.5029485386158568
523,524,1,44.0,0,1,57.9792,0,1,1,0,0,1,0,0,1,0,1.0536273157586487,0.5189714017894245
524,525,0,22.876306861888096,0,0,7.2292,1,0,1,0,0,0,0,1,0,1,-0.4970508961965141,-0.5028639729296732
525,526,0,40.5,0,0,7.75,1,0,0,1,0,0,0,1,0,1,0.7966943208340602,-0.49237782784290063
526,527,1,50.0,0,0,10.5,1,0,0,0,1,0,1,0,1,0,1.4940838784865147,-0.43700743807979686
527,528,0,38.51549999999995,0,0,221.7792,0,1,0,0,1,1,0,0,0,1,0.6510133127118151,3.817033162951754
528,529,0,39.0,0,0,7.925,1,0,0,0,1,0,0,1,0,1,0.6865801801520938,-0.4888542575852486
529,530,0,23.0,2,1,11.5,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.41687275089321363
530,531,1,2.0,1,1,26.0,1,0,0,0,1,0,1,0,1,0,-2.029568623336413,-0.12491978668775715
531,532,0,22.876306861888096,0,0,7.2292,1,0,1,0,0,0,0,1,0,1,-0.4970508961965141,-0.5028639729296732
532,533,0,17.0,1,1,7.2292,1,0,1,0,0,0,0,1,0,1,-0.928427216516748,-0.5028639729296732
533,534,1,8.013702976190478,0,2,22.3583,1,0,1,0,0,0,0,1,1,0,-1.5881061329765471,-0.19824427701513722
534,535,0,30.0,0,0,8.6625,1,0,0,0,1,0,0,1,1,0,0.025895336060294823,-0.47400492578514347
535,536,1,7.0,0,2,26.25,1,0,0,0,1,0,1,0,1,0,-1.662521487729858,-0.11988611489111134
536,537,0,45.0,0,0,26.55,0,1,0,0,1,1,0,0,0,1,1.1270367428799597,-0.11384570873513637
537,538,1,30.0,0,0,106.425,1,0,1,0,0,1,0,0,1,0,0.025895336060294823,1.4944124302931971
538,539,0,24.330216964285718,0,0,14.5,1,0,0,0,1,0,0,1,0,1,-0.39032018849361816,-0.35646868933346404
539,540,1,22.0,0,2,49.5,0,1,1,0,0,1,0,0,1,0,-0.5613800809101931,0.3482453621969482
540,541,1,36.0,0,2,71.0,0,1,0,0,1,1,0,0,1,0,0.46635189878816075,0.7811411367084872
541,542,0,9.0,4,2,31.275,1,0,0,0,1,0,0,1,1,0,-1.5157026334872359,-0.01870931177853076
542,543,0,11.0,4,2,31.275,1,0,0,0,1,0,0,1,1,0,-1.368883779244614,-0.01870931177853076
543,544,1,32.0,1,0,26.0,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,-0.12491978668775715
544,545,0,50.0,1,0,106.425,0,1,1,0,0,1,0,0,0,1,1.4940838784865147,1.4944124302931971
545,546,0,64.0,0,0,26.0,1,0,0,0,1,1,0,0,0,1,2.5218158581848686,-0.12491978668775715
546,547,1,19.0,1,0,26.0,1,0,0,0,1,0,1,0,1,0,-0.781608362274126,-0.12491978668775715
547,548,1,32.79502428266178,0,0,13.8625,1,0,1,0,0,0,1,0,0,1,0.23107646744064916,-0.3693045524149108
548,549,0,33.0,1,1,20.525,1,0,0,0,1,0,0,1,0,1,0.24612361742422778,-0.2351571990343002
549,550,1,8.0,1,1,36.75,1,0,0,0,1,0,1,0,0,1,-1.589112060608547,0.09152810056801232
550,551,1,17.0,0,2,110.8833,0,1,1,0,0,1,0,0,0,1,-0.928427216516748,1.5841789061771412
551,552,0,27.0,0,0,26.0,1,0,0,0,1,0,1,0,0,1,-0.19433294530363815,-0.12491978668775715
552,553,0,26.381424902342278,0,0,7.8292,1,0,0,1,0,0,0,1,0,1,-0.23974218885420048,-0.49078316061772326
553,554,1,22.0,0,0,7.225,1,0,1,0,0,0,0,1,0,1,-0.5613800809101931,-0.5029485386158568
554,555,1,22.0,0,0,7.775,1,0,0,0,1,0,0,1,1,0,-0.5613800809101931,-0.4918744606632361
555,556,0,62.0,0,0,26.55,1,0,0,0,1,1,0,0,0,1,2.3749970039422466,-0.11384570873513637
556,557,1,48.0,1,0,39.6,0,1,1,0,0,1,0,0,1,0,1.3472650242438926,0.1489119590497745
557,558,0,38.51549999999995,0,0,227.525,1,0,1,0,0,1,0,0,0,1,0.6510133127118151,3.9327230485884233
558,559,1,39.0,1,1,79.65,0,1,0,0,1,1,0,0,1,0,0.6865801801520938,0.955306180872432
559,560,1,36.0,1,0,17.4,1,0,0,0,1,0,0,1,1,0,0.46635189878816075,-0.29807809649237277
560,561,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,0,1,0,1,0.4146587639867299,-0.49237782784290063
561,562,0,40.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,0.7599896072734047,-0.4894421904510968
562,563,0,28.0,0,0,13.5,1,0,0,0,1,0,1,0,0,1,-0.12092351818232715,-0.3766033765200472
563,564,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.07770233463071162,-0.4863374216869257
564,565,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,0,1,1,0,0.07770233463071162,-0.4863374216869257
565,566,0,24.0,2,0,24.15,1,0,0,0,1,0,0,1,0,1,-0.4145612266675711,-0.1621689579829361
566,567,0,19.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.781608362274126,-0.4894421904510968
567,568,0,29.0,0,4,21.075,1,0,0,0,1,0,0,1,1,0,-0.047514091061016166,-0.22408312108167944
568,569,0,22.876306861888096,0,0,7.2292,1,0,1,0,0,0,0,1,0,1,-0.4970508961965141,-0.5028639729296732
569,570,1,32.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,1,0.1727141903029168,-0.4902797934380587
570,571,1,62.0,0,0,10.5,1,0,0,0,1,0,1,0,0,1,2.3749970039422466,-0.43700743807979686
571,572,1,53.0,2,0,51.4792,0,1,0,0,1,1,0,0,1,0,1.7143121598504476,0.38809593507663365
572,573,1,36.0,0,0,26.3875,0,1,0,0,1,1,0,0,0,1,0.46635189878816075,-0.11711759540295616
573,574,1,35.29582429902352,0,0,7.75,1,0,0,1,0,0,0,1,1,0,0.4146587639867299,-0.49237782784290063
574,575,0,16.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,-1.001836643638059,-0.4863374216869257
575,576,0,19.0,0,0,14.5,1,0,0,0,1,0,0,1,0,1,-0.781608362274126,-0.35646868933346404
576,577,1,34.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,0.31953304454553877,-0.3866707201133388
577,578,1,39.0,1,0,55.9,0,1,0,0,1,1,0,0,1,0,0.6865801801520938,0.4771073601910807
578,579,0,20.070167730880257,1,0,14.4583,1,0,1,0,0,0,0,1,1,0,-0.703047962226493,-0.3573083057891445
579,580,1,32.0,0,0,7.925,1,0,0,0,1,0,0,1,0,1,0.1727141903029168,-0.4888542575852486
580,581,1,25.0,1,1,30.0,1,0,0,0,1,0,1,0,1,0,-0.3411517995462601,-0.04438103794142432
581,582,1,39.0,1,1,110.8833,0,1,1,0,0,1,0,0,1,0,0.6865801801520938,1.5841789061771412
582,583,0,54.0,0,0,26.0,1,0,0,0,1,0,1,0,0,1,1.7877215869717586,-0.12491978668775715
583,584,0,36.0,0,0,40.125,0,1,1,0,0,1,0,0,0,1,0.46635189878816075,0.15948266982273065
584,585,0,29.042938654807113,0,0,8.7125,1,0,1,0,0,0,0,1,0,1,-0.04436198901026628,-0.47299819142581434
585,586,1,18.0,0,2,79.65,0,1,0,0,1,1,0,0,1,0,-0.855017789395437,0.955306180872432
586,587,0,47.0,0,0,15.0,1,0,0,0,1,0,1,0,0,1,1.2738555971225816,-0.3464013457401724
587,588,1,60.0,1,1,79.2,0,1,1,0,0,1,0,0,0,1,2.2281781496996245,0.9462455716384695
588,589,0,22.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,-0.5613800809101931,-0.4863374216869257
589,590,0,30.70572677927052,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.07770233463071162,-0.4863374216869257
590,591,0,35.0,0,0,7.125,1,0,0,0,1,0,0,1,0,1,0.39294247166684976,-0.5049620073345151
591,592,1,52.0,1,0,78.2667,0,1,1,0,0,1,0,0,1,0,1.6409027327291366,0.9274538680872313
592,593,0,47.0,0,0,7.25,1,0,0,0,1,0,0,1,0,1,1.2738555971225816,-0.5024451714361923
593,594,0,27.45639428387072,0,2,7.75,1,0,0,1,0,0,0,1,1,0,-0.16082930238324772,-0.49237782784290063
594,595,0,37.0,1,0,26.0,1,0,0,0,1,0,1,0,0,1,0.5397613259094718,-0.12491978668775715
595,596,0,36.0,1,1,24.15,1,0,0,0,1,0,0,1,0,1,0.46635189878816075,-0.1621689579829361
596,597,1,24.40235513791767,0,0,33.0,1,0,0,0,1,0,1,0,1,0,-0.38502456649371886,0.016023023618325298
597,598,0,49.0,0,0,0.0,1,0,0,0,1,0,0,1,0,1,1.4206744513652036,-0.6484216535389205
598,599,0,29.518205142080145,0,0,7.225,1,0,1,0,0,0,0,1,0,1,-0.009472948449595153,-0.5029485386158568
599,600,1,49.0,1,0,56.9292,0,1,1,0,0,1,0,0,0,1,1.4206744513652036,0.49782998024351216
600,601,1,24.0,2,1,27.0,1,0,0,0,1,0,1,0,1,0,-0.4145612266675711,-0.10478509950117394
601,602,0,27.947206162930836,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.12479908351711029,-0.4894421904510968
602,603,0,37.51615833333333,0,0,42.4,1,0,0,0,1,1,0,0,0,1,0.5776522134633622,0.2052890831722074
603,604,0,44.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,1.0536273157586487,-0.4863374216869257
604,605,1,35.0,0,0,26.55,1,0,1,0,0,1,0,0,0,1,0.39294247166684976,-0.11384570873513637
605,606,0,36.0,1,0,15.55,1,0,0,0,1,0,0,1,0,1,0.46635189878816075,-0.3353272677875516
606,607,0,30.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,0.025895336060294823,-0.4894421904510968
607,608,1,27.0,0,0,30.5,1,0,0,0,1,1,0,0,0,1,-0.19433294530363815,-0.034313694348132716
608,609,1,22.0,1,2,41.5792,1,0,1,0,0,0,1,0,1,0,-0.5613800809101931,0.18876253192945994
609,610,1,40.0,0,0,153.4625,0,1,0,0,1,1,0,0,1,0,0.7599896072734047,2.441497778832105
610,611,0,39.0,1,5,31.275,1,0,0,0,1,0,0,1,1,0,0.6865801801520938,-0.01870931177853076
611,612,0,27.868736986624462,0,0,7.05,1,0,0,0,1,0,0,1,0,1,-0.13055946079644234,-0.5064721088735089
612,613,1,33.12898535353537,1,0,15.5,1,0,0,1,0,0,0,1,1,0,0.25559235833429905,-0.3363340021468808
613,614,0,35.29582429902352,0,0,7.75,1,0,0,1,0,0,0,1,0,1,0.4146587639867299,-0.49237782784290063
614,615,0,35.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.39294247166684976,-0.4863374216869257
615,616,1,24.0,1,2,65.0,1,0,0,0,1,0,1,0,1,0,-0.4145612266675711,0.6603330135889879
616,617,0,34.0,1,1,14.4,1,0,0,0,1,0,0,1,0,1,0.31953304454553877,-0.35848215805212236
617,618,0,26.0,1,0,16.1,1,0,0,0,1,0,0,1,1,0,-0.26774237242494914,-0.32425318983493084
618,619,1,4.0,2,1,39.0,0,1,0,0,1,0,1,0,1,0,-1.8827497690937909,0.13683114673782454
619,620,0,26.0,0,0,10.5,1,0,0,0,1,0,1,0,0,1,-0.26774237242494914,-0.43700743807979686
620,621,0,27.0,1,0,14.4542,1,0,1,0,0,0,0,1,0,1,-0.19433294530363815,-0.3573908580066095
621,622,1,42.0,1,0,52.5542,0,1,0,0,1,1,0,0,0,1,0.9068084615160267,0.40974072380221066
622,623,1,20.0,1,1,15.7417,1,0,1,0,0,0,0,1,0,1,-0.7081989351528151,-0.33146744825388363
623,624,0,21.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,1,-0.634789508031504,-0.4902797934380587
624,625,0,21.0,0,0,16.1,1,0,0,0,1,0,0,1,0,1,-0.634789508031504,-0.32425318983493084
625,626,0,61.0,0,0,32.3208,0,1,0,0,1,1,0,0,0,1,2.3015875768209355,0.002347544081197954
626,627,0,57.0,0,0,12.35,1,0,0,1,0,0,1,0,0,1,2.0079498683356913,-0.3997582667846179
627,628,1,21.0,0,0,77.9583,0,1,0,0,1,1,0,0,1,0,-0.634789508031504,0.921244330558889
628,629,0,26.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.26774237242494914,-0.4894421904510968
629,630,0,19.89558112671213,0,0,7.7333,1,0,0,1,0,0,0,1,0,1,-0.7158642648215303,-0.49271407711891657
630,631,1,80.0,0,0,30.0,0,1,0,0,1,1,0,0,0,1,3.6963666921258445,-0.04438103794142432
631,632,0,51.0,0,0,7.0542,1,0,0,0,1,0,0,1,0,1,1.5674933056078255,-0.5063875431873253
632,633,1,32.0,0,0,30.5,0,1,1,0,0,1,0,0,0,1,0.1727141903029168,-0.034313694348132716
633,634,0,38.83477483766232,0,0,0.0,1,0,0,0,1,1,0,0,0,1,0.6744510956388592,-0.6484216535389205
634,635,0,9.0,3,2,27.9,1,0,0,0,1,0,0,1,1,0,-1.5157026334872359,-0.08666388103324908
635,636,1,28.0,0,0,13.0,1,0,0,0,1,0,1,0,1,0,-0.12092351818232715,-0.3866707201133388
636,637,0,32.0,0,0,7.925,1,0,0,0,1,0,0,1,0,1,0.1727141903029168,-0.4888542575852486
637,638,0,31.0,1,1,26.25,1,0,0,0,1,0,1,0,0,1,0.09930476318160582,-0.11988611489111134
638,639,0,41.0,0,5,39.6875,1,0,0,0,1,0,0,1,1,0,0.8333990343947157,0.1506737441786005
639,640,0,26.689168488455994,1,0,16.1,1,0,0,0,1,0,0,1,0,1,-0.21715090849733476,-0.32425318983493084
640,641,0,20.0,0,0,7.8542,1,0,0,0,1,0,0,1,0,1,-0.7081989351528151,-0.4902797934380587
641,642,1,24.0,0,0,69.3,0,1,1,0,0,1,0,0,1,0,-0.4145612266675711,0.7469121684912956
642,643,0,2.0,3,2,27.9,1,0,0,0,1,0,0,1,1,0,-2.029568623336413,-0.08666388103324908
643,644,1,29.56889808802305,0,0,56.4958,1,0,0,0,1,0,0,1,0,1,-0.00575160832883484,0.48910360681684706
644,645,1,0.75,2,1,19.2583,1,0,1,0,0,0,0,1,1,0,-2.1213304072380517,-0.26066180729354516
645,646,1,48.0,1,0,76.7292,0,1,1,0,0,1,0,0,0,1,1.3472650242438926,0.8964967865378598
646,647,0,19.0,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.781608362274126,-0.4894421904510968
647,648,1,56.0,0,0,35.5,0,1,1,0,0,1,0,0,0,1,1.9345404412143805,0.06635974158478332
648,649,0,31.10838452380953,0,0,7.55,1,0,0,0,1,0,0,1,0,1,0.1072612089832795,-0.49640476528021726
649,650,1,23.0,0,0,7.55,1,0,0,0,1,0,0,1,1,0,-0.4879706537888821,-0.49640476528021726
650,651,0,27.947206162930836,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.12479908351711029,-0.4894421904510968
651,652,1,18.0,0,1,23.0,1,0,0,0,1,0,1,0,1,0,-0.855017789395437,-0.18532384824750675
652,653,0,21.0,0,0,8.4333,1,0,0,0,1,0,0,1,0,1,-0.634789508031504,-0.47861979608830835
653,654,1,26.381424902342278,0,0,7.8292,1,0,0,1,0,0,0,1,1,0,-0.23974218885420048,-0.49078316061772326
654,655,0,18.0,0,0,6.75,1,0,0,1,0,0,0,1,1,0,-0.855017789395437,-0.5125125150294839
655,656,0,24.0,2,0,73.5,1,0,0,0,1,0,1,0,0,1,-0.4145612266675711,0.8314778546749452
656,657,0,27.947206162930836,0,0,7.8958,1,0,0,0,1,0,0,1,0,1,-0.12479908351711029,-0.4894421904510968
657,658,0,32.0,1,1,15.5,1,0,0,1,0,0,0,1,1,0,0.1727141903029168,-0.3363340021468808
658,659,0,23.0,0,0,13.0,1,0,0,0,1,0,1,0,0,1,-0.4879706537888821,-0.3866707201133388
659,660,0,58.0,0,2,113.275,0,1,1,0,0,1,0,0,0,1,2.0813592954570024,1.6323350375212924
660,661,1,50.0,2,0,133.65,1,0,0,0,1,1,0,0,0,1,1.4940838784865147,2.042579288947925
661,662,0,40.0,0,0,7.225,1,0,1,0,0,0,0,1,0,1,0.7599896072734047,-0.5029485386158568
662,663,0,47.0,0,0,25.5875,0,1,0,0,1,1,0,0,0,1,1.2738555971225816,-0.13322534515222276
663,664,0,36.0,0,0,7.4958,1,0,0,0,1,0,0,1,0,1,0.46635189878816075,-0.4974960653257301
664,665,1,20.0,1,0,7.925,1,0,0,0,1,0,0,1,0,1,-0.7081989351528151,-0.4888542575852486
665,666,0,32.0,2,0,73.5,1,0,0,0,1,0,1,0,0,1,0.1727141903029168,0.8314778546749452
666,667,0,25.0,0,0,13.0,1,0,0,0,1,0,1,0,0,1,-0.3411517995462601,-0.3866707201133388
667,668,0,27.51545426285116,0,0,7.775,1,0,0,0,1,0,0,1,0,1,-0.15649374316049675,-0.4918744606632361
668,669,0,43.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,0.9802178886373377,-0.4863374216869257
669,670,1,39.08817813852811,1,0,52.0,0,1,0,0,1,1,0,0,1,0,0.6930532867860657,0.39858208016340624
670,671,1,40.0,1,1,39.0,1,0,0,0,1,0,1,0,1,0,0.7599896072734047,0.13683114673782454
671,672,0,31.0,1,0,52.0,0,1,0,0,1,1,0,0,0,1,0.09930476318160582,0.39858208016340624
672,673,0,70.0,0,0,10.5,1,0,0,0,1,0,1,0,0,1,2.9622724209127345,-0.43700743807979686
673,674,1,31.0,0,0,13.0,1,0,0,0,1,0,1,0,0,1,0.09930476318160582,-0.3866707201133388
674,675,0,35.05181756856166,0,0,0.0,1,0,0,0,1,0,1,0,0,1,0.39674636968978044,-0.6484216535389205
675,676,0,18.0,0,0,7.775,1,0,0,0,1,0,0,1,0,1,-0.855017789395437,-0.4918744606632361
676,677,0,24.5,0,0,8.05,1,0,0,0,1,0,0,1,0,1,-0.3778565131069156,-0.4863374216869257
677,678,1,18.0,0,0,9.8417,1,0,0,0,1,0,0,1,1,0,-0.855017789395437,-0.45026210265472455
678,679,0,43.0,1,6,46.9,1,0,0,0,1,0,0,1,1,0,0.9802178886373377,0.2958951755118318
679,680,1,36.0,0,1,512.3292,0,1,1,0,0,1,0,0,0,1,0.46635189878816075,9.667166525013505
680,681,0,23.47643238964372,0,0,8.1375,1,0,0,1,0,0,0,1,1,0,-0.45299602500309943,-0.48457563655809965
681,682,1,27.0,0,0,76.7292,0,1,1,0,0,1,0,0,0,1,-0.19433294530363815,0.8964967865378598
682,683,0,20.0,0,0,9.225,1,0,0,0,1,0,0,1,0,1,-0.7081989351528151,-0.4626791642426904
683,684,0,14.0,5,2,46.9,1,0,0,0,1,0,0,1,0,1,-1.1486554978806809,0.2958951755118318
684,685,0,60.0,1,1,39.0,1,0,0,0,1,0,1,0,0,1,2.2281781496996245,0.13683114673782454
685,686,0,25.0,1,2,41.5792,1,0,1,0,0,0,1,0,0,1,-0.3411517995462601,0.18876253192945994
686,687,0,14.0,4,1,39.6875,1,0,0,0,1,0,0,1,0,1,-1.1486554978806809,0.1506737441786005
687,688,0,19.0,0,0,10.1708,1,0,0,0,1,0,0,1,0,1,-0.781608362274126,-0.44363577710162005
688,689,0,18.0,0,0,7.7958,1,0,0,0,1,0,0,1,0,1,-0.855017789395437,-0.49145565916975514
689,690,1,15.0,0,1,211.3375,0,1,0,0,1,1,0,0,1,0,-1.07524607075937,3.6067927997556075
690,691,1,31.0,1,0,57.0,0,1,0,0,1,1,0,0,0,1,0.09930476318160582,0.49925551609632224
691,692,1,4.0,0,1,13.4167,1,0,1,0,0,0,0,1,1,0,-1.8827497690937909,-0.37828059596268965
692,693,1,29.56889808802305,0,0,56.4958,1,0,0,0,1,0,0,1,0,1,-0.00575160832883484,0.48910360681684706
693,694,0,25.0,0,0,7.225,1,0,1,0,0,0,0,1,0,1,-0.3411517995462601,-0.5029485386158568
694,695,0,60.0,0,0,26.55,1,0,0,0,1,1,0,0,0,1,2.2281781496996245,-0.11384570873513637
695,696,0,52.0,0,0,13.5,1,0,0,0,1,0,1,0,0,1,1.6409027327291366,-0.3766033765200472
696,697,0,44.0,0,0,8.05,1,0,0,0,1,0,0,1,0,1,1.0536273157586487,-0.4863374216869257
697,698,1,19.89558112671213,0,0,7.7333,1,0,0,1,0,0,0,1,1,0,-0.7158642648215303,-0.49271407711891657
698,699,0,49.0,1,1,110.8833,0,1,1,0,0,1,0,0,0,1,1.4206744513652036,1.5841789061771412
699,700,0,42.0,0,0,7.65,0,1,0,0,1,0,0,1,0,1,0.9068084615160267,-0.494391296561559
700,701,1,18.0,1,0,227.525,0,1,1,0,0,1,0,0,1,0,-0.855017789395437,3.9327230485884233
701,702,1,35.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0.39294247166684976,-0.11913106412161445
702,703,0,18.0,0,1,14.4542,1,0,1,0,0,0,0,1,1,0,-0.855017789395437,-0.3573908580066095
703,704,0,25.0,0,0,7.7417,1,0,0,1,0,0,0,1,0,1,-0.3411517995462601,-0.4925449457465493
704,705,0,26.0,1,0,7.8542,1,0,0,0,1,0,0,1,0,1,-0.26774237242494914,-0.4902797934380587
705,706,0,39.0,0,0,26.0,1,0,0,0,1,0,1,0,0,1,0.6865801801520938,-0.12491978668775715
706,707,1,45.0,0,0,13.5,1,0,0,0,1,0,1,0,1,0,1.1270367428799597,-0.3766033765200472
707,708,1,42.0,0,0,26.2875,0,1,0,0,1,1,0,0,0,1,0.9068084615160267,-0.11913106412161445
708,709,1,22.0,0,0,151.55,1,0,0,0,1,1,0,0,1,0,-0.5613800809101931,2.4029901895877646
709,710,1,17.099915952380954,1,1,15.2458,1,0,1,0,0,0,0,1,0,1,-0.921092443692182,-0.3414522396297103
710,711,1,24.0,0,0,49.5042,0,1,1,0,0,1,0,0,1,0,-0.4145612266675711,0.3483299278831318
711,712,0,49.8994093015281,0,0,26.55,0,1,0,0,1,1,0,0,0,1,1.48669957293796,-0.11384570873513637
